stopword removal,Score,Sentiment
pandangan sayattg negara imbas kerusakan timbulkan jokowi thnmulai banyaknya perubahan uu menguatkan kebijakannya koruptor eranya jabatan ahlinya efeknya merusak ekonomi hukum demokrasi negara jokowi bertanggung krisis ekonomi menimpa rakyat indonesia,-2,Negatif
alhamdulilah periode memilih style presiden,2,Positif
novanto bebaskanbukan remisi,0,Netral
cerita basi kada luwarsa grup grombolan suharto ter selubung cs cs prabowo bisnis mapia mapia cs cs prabowo wow buta mata,-5,Negatif
podcast menyadari strategy jokowi melompati generasi panglima tni kapolri penyelidikan lakukan delay pergeseran nilai uu perampasan asset dibentuk berdasarkan kesepakatan eksekutif legislatif benang merah terkait momentum eksekusi,0,Netral
telen mateng mateng orang pecatan politikus pemain abu abu,-1,Negatif
percakapan berkelas,0,Netral
mengomongkan duit ratusan triliun ngebayangin orang memegang duit segitu rakyat jelata terheranheran,-3,Negatif
hmmmm,0,Netral
bawa pulang dlhsah uu hukuman mati penyitaan aset dlh sah bawa pulang kuliti hidup,0,Netral
jokowi gila dibiarkan ditangkap n dikerangkeng,0,Netral
mahchfudz menabung pergi negeri ganti kewarganegaraan sulit terwuju diusahakan betapa korupsi lini mendengarkan podcast kali jujur sulit mencintai negara sejarah menceritakan jaman belanda pemimpin raja menindas rakyat korupsi sewenang jabatannya apakh watak turunan,2,Positif
adili raja jawa keluarganya kendor,0,Netral
riza chalid tangkap aset perusahan siluman berantas orang ditangkap jaringan bisnis diberantas riza chalid mafia bermain era soeharto jokowi kurleb terbentuk strategi struktur kejahatannya orang tangkap korek akar riza kedepannya,-2,Negatif
koruptor hukum gantung korea utara jepang aman,-1,Negatif
umur kondisi prabowo semoga beliau kesehatan koruptor tuntaskan,0,Netral
prof mahfud and sudirman said are the best,0,Netral
kuat rc semenjak presidennya,0,Netral
adili mulyono,0,Netral
karma terbomkar jokowi langser rahasia bomkar nih buka,0,Netral
pandangan pjokowi mapia korupsi diberantas efektip kecuali disahkan uu perampasan aset korupsi uu menakutkan pejabat politisi,-4,Negatif
jokowi luhut bing kerok kerusakan hukum indonesi,-1,Negatif
jokowi pusing nyuruh pertamina bikin kilang minyak dibikin membikin pekerjaan riza chalid,-2,Negatif
jokowi masuk prna suka jokowi,-1,Negatif
dewan perwakilan rakyat ri berani sahkan uu perampasan aset koruptor indonesia gara koruptor korupsi masyarakat indonesia miskin presiden prabowo mendorong takut hak perogratip presiden keluarkan pepres sebgai hak presiden,-3,Negatif
kayaknya orang sakit hati jokowi,-2,Negatif
kanal podcast kondisi indonesia sembuhlah indonesiaku,0,Netral
prabowoanda barisan kopasus masak hadapi koruptor koruptor takutenggak mareka peluru timor leste,-1,Negatif
dimana bau anyir disitu jokowow,-2,Negatif
dalang demo mafia migas isu ijazah,-3,Negatif
semoga pejuang pemerhati rakyat mahfud md sudirman said senantiasa lindungan allah swt kesehatan kejahatan ketamakan jokowi diproses adili,2,Positif
bravo buka prilaku koruptor ri rakyat pejabat buruk,-2,Negatif
pemerintahan orang orang,0,Netral
orangorang pertamina tersangka,0,Netral
koruptor dipenjara lapas suka miskin perubahan signifikan korupsi jalan negara tergerus ujungnya omomomon alias prank,-1,Negatif
mentri mrntri langsung ngoce mulut babusa,0,Netral
tolong jaga lindungi mahfud nyawanya sekg incaran mafia koruptor,-1,Negatif
mantap bagus,1,Positif
pemimpin indonesia berani mafia,-1,Negatif
penasaran terjawab,-1,Negatif
sulit oh sulit sandra menyandra korupsi indonesia abadi hapuskn kcuali turun imam mahdi,1,Positif
tinggal eropa berhenti berharap kewarganegaraan syaratnya koruptor what a privilege,0,Netral
mahfud md sudirman said orang sakit hati jokowi mahfud md kalah pilpres sudirman said dipecat jokowi becus kerja,-1,Negatif
bual sudirman said mahfud md orang berdua racun organisasi,1,Positif
mahfud sudirman said kpk,0,Netral
preettt menteri niat memperbaiki negeri sok idealis mantan dipercaya omongan orang,-2,Negatif
prabowo tunduk jokowimereka jibran,0,Netral
mulyono bermuka ulaaaarrrr,0,Netral
joko penyebab,-1,Negatif
pemerintah melawan mafia bidang negeri negeri pencundang ayo pemerintah lawan mafia pangan mafia tanah mafia hasil laut mafia migas kendor ajak ingatkan menghentikan nkri cepat jaya maju tahapan terukur konsisten terukur berdasarkan konstitusi ayo pemerintah kendor ayo dekati tangan besi persuasif siapkan generasi pengganti sedini ndor lengah semoga allah melindungi amin yra,-1,Negatif
semoga presiden prabowo mngutus menangkap reza halid selamatkan negeri mafia presiden lenyapkan orang koruptor lainya rakyat bangsa indonesia hancurkan selamatkan negeri pejabat anggato dewan korupsi merugikan rakyat bangsa indonesia rampas asetnya bayar hutang negeri spaya rakyat bangsa indonesia merasakan kemakmuran keadilan sosial bangsa rakyat indonesia rakyat memohon rakyat percaya presiden prabowo subiantosemoga allah swt kesehatan umur bpak prabowo subianto,-1,Negatif
presiden sdng tolong tuhan,2,Positif
mahmud bicara nasah badij dgnsudirman said pencitrakn inginharus pencitraan spa gerakn mahmud memuji,1,Positif
aneh p mahfud p luhut sahabat jokowi p mahfud berseberangan luhut,-1,Negatif
transparan,1,Positif
orang diam menjabat koar menjabat,0,Netral
p presiden ganti mentri produktif merugikan negara ganti orang,2,Positif
mskhfud pertamina telkomsel praktek dirty company tolong investigate,0,Netral
mantan presiden jokowi langsung membantu mafia menuntut kejahatan,-1,Negatif
terhormat mentri ngapaentapi mengomongnya pintar heran guekemari ngapaen ajapas mentri nyante memperjuangkan rakyat bangsa tegaskalau hambatan mundur kesaksian lansung cuman omon doang,0,Netral
ngeri jokowi,-1,Negatif
waspada,0,Netral
yajokowi takut,0,Netral
suka sekaliq september,0,Netral
rekaman papa saham rz sponsor capres prabowo sandi,1,Positif
bilang periode afiliasi mafia,-1,Negatif
mafianya mimpin pemerintahansiapa berni fixbukn omonmasa ketangkapjualan kekayaan alam negeri inibocah kali pura,1,Positif
ngeri,-1,Negatif
fpi berani angkat,1,Positif
bruce wilis,0,Netral
jokowi berani,0,Netral
mantan pejabat mengomong berhenti pejabat pejabat wow disanjung sanjung bosnya berhenti pejabat kebaikan bosnya dilupakan berhenti pejabat kejelekan bosnya dibongkar habisan diskusu dibahas cerita orang berhentidiberhentikan menteri orang hebat sudirman said menang gubernur jsteng mahfud menang wapres,-5,Negatif
bongkar kejahatan jokowi,-1,Negatif
adili jokowok keluarga,0,Netral
paulus tannos e ktp tertangkap singapora diextradisi ri,0,Netral
sudirman said perlindungan beliau saksi kunci tersangka korupsi,1,Positif
obrolan mantap,0,Netral
gus dur soeharto bilang gus dur lenyapkankarna lindungi kiyai luhut mahfud,0,Netral
giliran dilaporkan bilang kriminalisasi gunjing menjelek jelekan orangnya dibelakang orangnya pembelaan berdampak hukum diluar salah intinya asumsi terbukti merendahkan martabat saeseorang coba digitukan publish jutaan orang apalah tuh niat zalim menjatuhkan mu,-2,Negatif
mahpud orang amanah semangat bangsa indonesia,1,Positif
rijal khalid membantu anis nyapres sudirman said jokowi membubarkan petral,0,Netral
coba dianalisa fitnah mafia migas terbuka adakah hubungannya riza chalid anaknya riza chalid mertuanya syahroni syahroni riva si adakah hubungannya anis brizikfpihti,-2,Negatif
opung disitusystem kayaknya membaik,-2,Negatif
anggota dewan perwakilan rakyat kompeten sengaja dibentuk badut boneka menutupi korupsi contoh partai isinya artis beres tinggal diumpankan dibidik krikilnya bosnya dibelakang sibuk cuan better mata ketum sengaja meletakkan badut sengaja memporak porandakan institusi dewan perwakilan rakyat menyodorkan wakil kompeten perhatian dipilih untung korban ditumbalkan terjaga rahasia menengok korupsi dibelakang rakyat sibuk melampiaskan kemuakannya badut dibelakang bos sibuk menggeruk hasil minyak perhutanan perairan bumn dsb,-5,Negatif
mahmud md bongkar menjabat,-1,Negatif
kejar rizal calib bertidak sesuai hukum,0,Netral
sudirman said dipercaya,0,Netral
mulyono pelaku utama,0,Netral
channlel temanya jokowikpassic,0,Netral
trimakasih bapan pemeriksa keuangan sudirman said bapan pemeriksa keuangan mahfud md penjelasan terbuka masyarakat,2,Positif
semoga mengundang jonan,0,Netral
jaman jokowi merusak negara parah,-2,Negatif
bongkar muku nangkep kagakzonk,-1,Negatif
bersrti tilang elektronik tindak tilang ixin,0,Netral
omongana orang sakit hati,-1,Negatif
terima kasih orangorang berjuang indonesia,1,Positif
senang diskusi mahfud sudirman berani sehat negara membutuhkan,0,Netral
dana kampanye transparan dibuka publik terpilih publik ngawasi independen dukungan dana,5,Positif
semoga prabowo berani memberantas mafia rakyat mendukung,-2,Negatif
menit kesimpulan pengakuan sudirman said sumber kerusakan terparah sejarah konstitusi indonesia jokowi mohon koreksi kesalahan pemahaman,0,Netral
korupsi uapaya emmperkaya ataubotang ruza chalid monopoli bisnis minyak gas peran oemberian fasilitas okeh mantan pejabat mantan preauden mantan pejabat menteri presiden diperiksa terkait dwngan korupai riza chalid,-5,Negatif
ayo bongkar mafia minyak hasil minyak dinikmati masyarakat segelintir orang menikmati hasil minyak negara,0,Netral
kayak bukti proses jrah hrtana dil,-1,Negatif
penegakan hukum berkeadilan tegak lurus netral institusi hukum profosional refornasi kejagung diganti bapan pemeriksa keuangan mhfud md kapolri komjen purnawirawan polisi aegroseno bareskrim polri dipinpin komjen purnawirawan polri surnoduaji orang diragukan profesionalnetral berkeadilan pandang bulu berdua membersih tubuh polri rusak dipercaya rakyat,2,Positif
jokowi dengar podcast ditunggu tanggapannya,2,Positif
kekayaan mengelola kekayaan alam maling,2,Positif
ngeri mulyono,-1,Negatif
orang batak mengelukan opung terakhri tanggung woyy usir sumatera suruh bikin negara hehe,-4,Negatif
informasi urgen kebocoran negara mari dengar dalami serius dialog berdasarkan dialog pemerintah serius menyelesaikan urusan korupsi,-4,Negatif
jokowiii meninggalkan sistim pemerintahan rusakkkk,-1,Negatif
orang berwawasan luas mengobrol uenakk banget,2,Positif
pertamina merugi hasil minyak,0,Netral
geng mafia solodalang nyarakyat tahuuudi lindungi prabowopresidenomon omon,-1,Negatif
betapa bobroknya hukum negara tagih allah seadiladilnya menghukum monggo enakan pejabat korup,0,Netral
menteri bahlil kacung tangan kepanjangan riza chalid lbp setyo novanto jokowi,1,Positif
jokowi penjahat sesungguhnya,1,Positif
up podcast daging,0,Netral
jokowi tools mafia memanfaatkan boneka mafia negeri memanfaatkan jokowi boneka,-2,Negatif
sudirman said ignatius jhonan susu kerren,-1,Negatif
inti rusaknya periode jokowi luhut,0,Netral
allah lindungilah negeri tercinta indonesia laknat hukumlah orang dhzalim kuatkanlah iman orang mahfud md sudirman said berjuang jalan kebenaran kejujuran anak bangsa,0,Netral
ful ilmu pengalaman implementasi fiqh siyasah mahasiswa dosen htn mohon mengikuti sks,2,Positif
luhut vs bu susi luhut vs sudirman luhut vs mahfud luhut vs silakan isi,1,Positif
riza khalid monangkep kasih duit diam,0,Netral
terima kasih bicara jujur tjd negara,1,Positif
lanjutkan mahpud orang orang jujur allah doa rakyat sellu menyertai orang orang jujur cinta rakyat cinta negeri seht sellu pemimpin jujur amanah,3,Positif
mafia migas rizal chalid diluar pemerintahan mafia cukai pemerintahan kelar tangkap pion pion,-2,Negatif
pembubaran petral langka berani jokowi jokowi hitung kekuatan riza chalid ex militer belakangnya tugas prabowo melanjutkan penangkapan latar prabowo militer dibelakang riza khalid berlian prabowo tni kejaksaan dasarnya mahfuk kicep sidirman dendam pakai percaya abang ferry lihat podcast abang v ferry abang ferry irawadi murni ahli digital buakn politisi,0,Netral
menyimpulkanbahwa jokowi orang amanahbslaik jujurtapi jabatannya terbatas mengungkap segampang itumaknya jokowi mendukung prabowo presidenbeliau koruptor ungkaptapi memiliki pemimpin prabowo jokowi prabowo sejalansemoga berdua sellu kekuatan kesehatan semoga negara kembli tenang aman damai pejabat korupsi indonesia maju makmur,2,Positif
luhut penyampai pesan mafia,-1,Negatif
era wowo truk tangki warna biru berseliweran buka gudang perkampungan mafia jaman dilindungi,-2,Negatif
menyimak,0,Netral
berharap prof mahfud md guru bangsa pengamat cendekiawan meluruskan pemerintah indonesia jebakannya mahfud menjabat mentri menko jabatan penasehat presiden,2,Positif
angkat papa saham,1,Positif
sial gegara makhluk rusak,-1,Negatif
tema kmberani terang,0,Netral
ri didukung rakyat turun tangan berat tugasnya lingkaran koruptor kuat,1,Positif
mikir jenis mafia dunia pejabatpurnawirawan kartu as nya sederhan nya rekaman kotor tersandera cocok mafhud potong generasi pemimpin pakai muda,-5,Negatif
pembohong negeri elit politikmereka kebusukan politikus busuk terbuka publiksadar sihnegriku tercinta indonesia sedah dikuasai tikus lokalyg orang didepan negeri,-2,Negatif
fpi bubarkan mahpud md menyakitkan muslim penganggur cari muka,-2,Negatif
semoga garong garong kakap uang rakyat negara ketangkap dlulur,0,Netral
marilah berkonstribusi positif kebaikan kebenaran nkri kebohongan fitnah kebencian kehancuran allah swt maha maha mendengar mati nyata akherat beragama,4,Positif
wow,0,Netral
diam fud,0,Netral
masyaallah sudirman said mahfud mdkalian berdua dibutuhkan negara ayo temui prabowoberi masukan saran diskusi barakallahu fiikum,2,Positif
presnya berubah positifthinking ancaman neting terlena kekuasaan sapa dibagiin apakarena ngeri kondisi pemerintahmafianya dimana,-2,Negatif
ahok apapun mafia migas berhadapan kuasa jokowi,0,Netral
tahan gemerlapnya kekuasaan godaan merubah tahta harta wanita,-1,Negatif
tidaknya tergantung aph bertindak jujur,0,Netral
raja minyak dibiarkan dilindungi polisi mudah menetapkan pendemo perusuh profokator,-1,Negatif
patut diduga lb bl zh mi ah sapa pas dll pelan meracuni mukidi dimana polos raja bodoh lalim planga plongo silent killer,-1,Negatif
kayak e pendemo deh dasar kuat,-1,Negatif
menjelekkan jokowi dijauhi prabowo,0,Netral
mantan wayang masuk kotak,-3,Negatif
bisikan sodoran bapaknya anaknya,0,Netral
pkjokowi sanggup menangkp mapia mapia korup mengomong doang prabowo buktikn taringmu kiamat enggk maju negara,-1,Negatif
alah omong kosong doang bpkn kewenangan jaman presiden jokowi koar koar negara lemah mapia korop bknya migas negara pengecut petinggi indoesia lengser koar koar doang gaya model badi,-2,Negatif
diskusi berkesimpulan pembantunya jujur membantu sikap presiden memutuskan mahfud md menterinya,2,Positif
said anak buak,-1,Negatif
pergeseran raja minyak dimana riza chalid singkirkan penggantinya orang terkaya kalimantan selatan,1,Positif
namanya konoha surga neraka,-1,Negatif
semoga pejabat pinya sifat malu berbuat salat amin,0,Netral
negeri berantakan berternak korupsi mulyono,-2,Negatif
dikit jokowiselama menjabat kemarin mahfud kemana eksekusi kalopun eksekusi presiden,0,Netral
simpulkan gerombolan rakus sesungguhnya,0,Netral
inteljen melayu,0,Netral
assalamuaikum warohmatullohi wabarokatuh semoga panjenengan bapan pemeriksa keuangan prof mahfud lindungan allah swt sehat umor orang bsik ehlas jujor genggaman allah swt,2,Positif
bocor,-1,Negatif
mulyono mulyono,0,Netral
oh yapengelola negara,0,Netral
mendengarkan poscat takut mafia dijadikan pemimpin tertinggi takut mafia berantas mafia pemimpin teratas takut mafia,-2,Negatif
dirman mahfudindonesia butuh orangorang jujur semoga allah senantiasa keberkahan kesehatan perlindungan dimanapun,0,Netral
terang,0,Netral
benang merah kanker kerusakan negeri periode pemerintahan jokowi percakapan jokowi melindungi mafia rcsndll jokowi menghapuskan kasn garda meritokrasi rekomendasi lbp meritokrasi sistem menentukan kualitas pemerintahan contoh negara meritokrasi terbaik singapur,1,Positif
pembisik jokowi dulnya awokawok,0,Netral
suku adu domba doang jokowisbysuhartokarena ngemis nyembahpd presiden jawamakanya diganti degan kdm,-1,Negatif
selamat pagi mahmud terang semoga korupsi negeri sgra dibrantas orang akar rumput cerdas elit negeri utamakan hidup rakyat prakteknya klompok dahulukan hidup elit pejabat negeri partai partai sisa rakyat kasihan peristiwa maling teriak maling semoga konten terang terang semoga terima kasih yoseph saki ntt ngada,-1,Negatif
